Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,23,0%,0,V73,5,26
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,23,0%,0,T93,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,23,0%,0,H97,5,32
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,23,0%,0,K540,5,33
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,23,0%,0,V73,5,34
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,23,0%,0,M74,5,34
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,PfCRT,C350R,23,0%,0,C350,5,36
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,C72S,23,0%,0,C72,5,37
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,23,0%,0,H97,5,38
18GNMa00xp042PfF1153,Pooled,18,Maferinyah,00,PfMDR1 ,S1034C,23,0%,0,S1034,4,26
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,C350R,23,0%,0,C350,5,16
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,P553L,23,0%,0,P553,1,26
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,23,0%,0,P441,5,1
19GNHa00xp006PfF1290,Pooled,19,Hamdalaye,00,DHPS,A613S,23,0%,0,A613,5,6
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,23,0%,0,K76,5,15
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,23,0%,0,T93,5,24
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,23,0%,0,H97,5,24
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M343L,23,0%,0,M343,5,26
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,23,0%,0,S1034,5,28
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,23,0%,0,S1034,5,34
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,F446I,24,0%,0,F446,1,26
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,I543T,230,0%,0,I543,5,4
19GNHa00xp014PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,230,0%,0,Y268,5,14
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,230,0%,0,T93,5,28
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,D584V,231,0%,0,D584,5,8
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,231,0%,0,A578,5,7
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,C469F,237,0%,0,C469,5,7
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,C469Y,237,0%,0,C469,5,7
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,2319,0%,0,R515,5,25
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,2322,0%,0,R539,5,27
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,P527H,2309,0%,0,P527,5,27
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,F446I,2323,0%,0,F446,5,27
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,232,0%,0,C580,5,7
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,DHFR,I164L,236,0%,0,I164,5,8
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,R622I,2311,0%,0,R622,5,27
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,P441L,2320,0%,0,P441,5,23
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,233,0%,0,R539,5,10
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,G538V,236,0%,0,G538,5,7
19GNDo00xp037PfF1290,Pooled,19,Dorota,00,DHPS,A581G,233,0%,0,A581,5,37
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,233,0%,0,H97,5,30
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,234,0%,0,Y493,5,7
18GNMa00xp013PfF1290,Pooled,18,Maferinyah,00,K13,A675V,235,0%,0,A675,5,13
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,238,0%,0,I164,5,25
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,2340,0%,0,I258,5,20
19GNDo00xp026PfF1290,Pooled,19,Dorota,00,K13,D584V,2349,0%,0,D584,5,26
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,2370,0%,0,P553,5,25
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,C580Y,234,0%,0,C580,5,8
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,P441L,234,0%,0,P441,2,38
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,234,0%,0,H97,5,28
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,A578S,235,0%,0,A578,5,8
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,R622I,235,0%,0,R622,2,38
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,236,0%,0,P527,5,4
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,DHFR,A16V,243,0%,0,A16,5,28
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,2371,0%,0,P553,5,19
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,2374,0%,0,I543,5,27
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,2378,0%,0,R561,5,19
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,2404,0%,0,I543,5,25
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,2353,0%,0,R622,5,23
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,2357,0%,0,Y493,5,27
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,A220S,235,0%,0,A220,5,35
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,P527H,236,0%,0,P527,3,26
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,R622I,237,0%,0,R622,5,15
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,2368,0%,0,P574,5,19
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,2357,0%,0,Y493,5,19
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,G449A,2359,0%,0,G449,5,27
19GNHa00xp003PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,236,0%,0,I258,5,3
19GNDo00xp007PfF1290,Pooled,19,Dorota,00,K13,A578S,239,0%,0,A578,5,7
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,241,0%,0,A16,5,19
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,F446I,238,0%,0,F446,5,3
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,A675V,238,0%,0,A675,5,5
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,P441L,2375,0%,0,P441,5,35
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,V568G,2404,0%,0,V568,5,27
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,240,0%,0,R515,5,4
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,239,0%,0,P574,5,13
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,R539T,239,0%,0,R539,5,7
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,I218F,239,0%,0,I218,5,35
19GNHa00xp007PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,240,0%,0,D584,5,7
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,2423,0%,0,R515,5,27
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,C580Y,24,0%,0,C580,1,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,24,0%,0,P553,5,5
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,M343L,24,0%,0,M343,5,23
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C350R,24,0%,0,C350,5,23
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,PfCRT,M74I,24,0%,0,M74,8,26
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,24,0%,0,K540,5,21
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,24,0%,0,M74,5,26
18GNMa00xp028PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,24,0%,0,K540,5,28
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,24,0%,0,N75,5,34
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,24,0%,0,N1042,5,35
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,PfCRT,G353V,24,0%,0,G353,5,36
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,PfCRT,I356T,24,0%,0,I356,5,36
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,24,0%,0,T93,5,38
18GNMa00xp042PfF1153,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,24,0%,0,N1042,4,26
18GNMa00xp045PfF1153,Pooled,18,Maferinyah,00,K13,A675V,24,0%,0,A675,1,26
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,DHPS,A581G,24,0%,0,A581,5,12
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,24,0%,0,M343,5,16
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,G353V,24,0%,0,G353,5,16
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,PfCRT,I356T,24,0%,0,I356,5,16
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,24,0%,0,F145,5,20
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,H97Y,24,0%,0,H97,5,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,N458Y,24,0%,0,N458,1,26
19GNHa00xp017PfF1290,Pooled,19,Hamdalaye,00,PfCRT,Q271E,24,0%,0,Q271,5,17
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,DHFR,I164L,24,0%,0,I164,5,30
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,D1246Y,24,0%,0,D1246,5,32
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,D1246Y,24,0%,0,D1246,5,34
18GNMa00xp027PfF1290,Pooled,18,Maferinyah,00,DHPS,A581G,25,0%,0,A581,5,27
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,25,0%,0,K76,5,34
19GNDo00xp007PfF1290,Pooled,19,Dorota,00,DHFR,A16V,25,0%,0,A16,5,7
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,G353V,25,0%,0,G353,5,8
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,25,0%,0,C72,5,11
17GNDo00xp041PfF1153,Pooled,17,Dorota,00,DHPS,K540E,27,0%,0,K540,7,26
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,R622I,240,0%,0,R622,5,5
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,I356T,241,0%,0,I356,5,27
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,P527H,242,0%,0,P527,5,15
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,244,0%,0,I543,5,13
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,K13,N537I,245,0%,0,N537,5,6
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,2438,0%,0,V568,5,19
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,DHFR,I164L,241,0%,0,I164,5,20
19GNHa00xp014PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,242,0%,0,H97,5,14
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,DHFR,I164L,247,0%,0,I164,5,24
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,2444,0%,0,I543,5,19
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,2425,0%,0,R539,5,19
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,N458Y,2417,0%,0,N458,5,25
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,A675V,242,0%,0,A675,5,1
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,242,0%,0,T93,5,33
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,R515K,243,0%,0,R515,5,15
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,P441L,243,0%,0,P441,5,23
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,K13,N458Y,243,0%,0,N458,5,6
19GNDo00xp029PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,243,0%,0,T93,5,29
19GNHa00xp014PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,243,0%,0,T93,5,14
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,2449,0%,0,N537,5,19
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,2427,0%,0,F446,5,23
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,2431,0%,0,C580,5,19
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,N537I,2487,0%,0,N537,5,34
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,2452,0%,0,N537,5,25
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,P574L,2434,0%,0,P574,5,27
19GNDo00xp001PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,243,0%,0,I258,5,1
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,244,0%,0,H97,5,33
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,247,0%,0,V568,5,13
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,C469F,247,0%,0,C469,5,15
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,247,0%,0,C469,5,15
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,2437,0%,0,A578,5,28
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,P527H,2438,0%,0,P527,5,25
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,2452,0%,0,F446,5,18
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,2446,0%,0,G538,5,19
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,2447,0%,0,R539,5,25
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,2465,0%,0,D584,5,19
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,F446I,2453,0%,0,F446,5,35
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,245,0%,0,Y493,5,15
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,245,0%,0,A581,5,34
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,D584V,246,0%,0,D584,3,26
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,M476I,247,0%,0,M476,5,15
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,248,0%,0,N537,5,9
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,2468,0%,0,C580,5,28
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,2467,0%,0,G538,5,25
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,2493,0%,0,R561,5,25
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,G353V,247,0%,0,G353,5,27
19GNDo00xp037PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,247,0%,0,T93,5,37
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,T93S,248,0%,0,T93,5,2
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,F446I,248,0%,0,F446,5,23
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,250,0%,0,P553,5,10
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,252,0%,0,N537,5,5
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,M476I,2495,0%,0,M476,5,27
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,N458Y,2470,0%,0,N458,5,27
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,A481V,2479,0%,0,A481,5,27
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,2511,0%,0,P553,5,27
19GNDo00xp029PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,247,0%,0,H97,5,29
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,248,0%,0,R539,5,13
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,A578S,248,0%,0,A578,5,13
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,G449A,248,0%,0,G449,5,23
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,P527H,249,0%,0,P527,4,26
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,249,0%,0,I164,5,21
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,DHFR,A16V,251,0%,0,A16,5,25
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,2477,0%,0,I258,5,19
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,2473,0%,0,A578,5,19
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,254,0%,0,N537,5,4
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,255,0%,0,I164,5,15
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,2494,0%,0,P527,5,19
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,2490,0%,0,R622,5,18
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,249,0%,0,G538,5,13
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,K13,P441L,250,0%,0,P441,5,11
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,P527H,250,0%,0,P527,5,13
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,250,0%,0,N537,5,13
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,K13,R622I,250,0%,0,R622,5,6
18GNLa00xp027PfF1153,Pooled,18,Lay-Sarè,00,K13,R515K,251,0%,0,R515,1,26
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,C580Y,252,0%,0,C580,5,13
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,K13,G538V,253,0%,0,G538,5,6
17GNDo00xp040PfF1153,Pooled,17,Dorota,00,K13,P574L,25,0%,0,P574,1,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,25,0%,0,N537,5,5
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,F145I,25,0%,0,F145,5,21
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,25,0%,0,Y268,5,24
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,25,0%,0,H97,8,26
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,F446I,25,0%,0,F446,5,8
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,G449A,25,0%,0,G449,5,8
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,P553L,25,0%,0,P553,5,8
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,25,0%,0,N75,5,26
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,25,0%,0,K76,5,26
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,F145I,25,0%,0,F145,5,32
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,25,0%,0,V73,5,35
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,S1034C,25,0%,0,S1034,5,35
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,K13,A481V,25,0%,0,A481,1,26
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,25,0%,0,F145,5,6
19GNDo00xp026PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,25,0%,0,S1034,5,26
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,V73V,25,0%,0,V73,5,11
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C350R,25,0%,0,C350,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,G353V,25,0%,0,G353,5,16
19GNHa00xp017PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I218F,25,0%,0,I218,5,17
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,PfCRT,Q271E,25,0%,0,Q271,5,18
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I218F,25,0%,0,I218,5,32
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,26,0%,0,G538,5,5
18GNLa00xp031PfF1153,Pooled,18,Lay-Sarè,00,DHFR,A16V,26,0%,0,A16,1,26
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,A481V,250,0%,0,A481,5,15
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,C350R,250,0%,0,C350,5,27
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,G449A,251,0%,0,G449,5,3
19GNDo00xp037PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,252,0%,0,H97,5,37
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,R515K,2526,0%,0,R515,5,27
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,G538V,2520,0%,0,G538,5,34
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,C469F,2553,0%,0,C469,5,27
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,C469Y,2553,0%,0,C469,5,27
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,2514,0%,0,G449,5,23
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,2555,0%,0,R561,5,27
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,252,0%,0,R539,5,4
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,252,0%,0,F145,5,30
19GNHa00xp017PfF1290,Pooled,19,Hamdalaye,00,DHPS,A613S,254,0%,0,A613,5,17
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,256,0%,0,R515,5,5
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,R539T,2537,0%,0,R539,5,34
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,2534,0%,0,D584,5,28
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,2551,0%,0,V568,5,25
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,253,0%,0,Y268,5,9
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,254,0%,0,R539,5,5
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,DHPS,A581G,255,0%,0,A581,5,30
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,257,0%,0,R561,5,10
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,K13,R539T,257,0%,0,R539,5,6
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,257,0%,0,G538,5,5
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,259,0%,0,G538,5,9
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,2560,0%,0,N537,5,18
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,254,0%,0,M343,5,27
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A581G,255,0%,0,A581,5,24
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,255,0%,0,G538,5,4
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,256,0%,0,F446,5,11
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,256,0%,0,T93,4,32
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,DHFR,I164L,260,0%,0,I164,5,33
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,N458Y,255,0%,0,N458,5,23
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,256,0%,0,H97,5,2
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,256,0%,0,G449,5,4
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,257,0%,0,A16,5,31
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,258,0%,0,I258,5,33
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,257,0%,0,H97,4,32
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,257,0%,0,I258,5,33
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,D584V,258,0%,0,D584,5,13
19GNDo00xp015PfF1290,Pooled,19,Dorota,00,K13,P441L,258,0%,0,P441,5,15
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,2570,0%,0,P574,5,25
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,G449A,2563,0%,0,G449,5,35
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,2573,0%,0,R539,5,18
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,2575,0%,0,G538,5,18
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,A481V,257,0%,0,A481,5,23
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,259,0%,0,R539,5,9
