Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,DHFR,I164L,25,0%,0,I164,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,R561H,232,0%,0,R561,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,A578S,232,0%,0,A578,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,C580Y,232,0%,0,C580,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,232,0%,0,I258,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,D584V,233,0%,0,D584,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,V568G,235,0%,0,V568,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,DHFR,I164L,24,0%,0,I164,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,Y493H,24,0%,0,Y493,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,A481V,24,0%,0,A481,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,M476I,24,0%,0,M476,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,P574L,24,0%,0,P574,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,A481V,24,0%,0,A481,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,Y493H,24,0%,0,Y493,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,N537I,24,0%,0,N537,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,C580Y,24,0%,0,C580,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,P441L,24,0%,0,P441,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,24,0%,0,G449,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,D584V,24,0%,0,D584,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,K13,N458Y,24,0%,0,N458,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,K13,I543T,24,0%,0,I543,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,K13,A578S,24,0%,0,A578,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,V568G,24,0%,0,V568,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,mitochondrial genome - CYTB CDS,Y268N,24,0%,0,Y268,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,DHFR,A16V,24,0%,0,A16,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,P553L,24,0%,0,P553,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,DHFR,I164L,25,0%,0,I164,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,DHFR,I164L,25,0%,0,I164,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,25,0%,0,I164,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,Y493H,241,0%,0,Y493,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,mitochondrial genome - CYTB CDS,Y268N,241,0%,0,Y268,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,R622I,241,0%,0,R622,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,P553L,247,0%,0,P553,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,243,0%,0,Y268,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,R561H,248,0%,0,R561,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,Y268N,245,0%,0,Y268,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,247,0%,0,I258,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,Y493H,250,0%,0,Y493,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,P574L,25,0%,0,P574,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,C580Y,25,0%,0,C580,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,D584V,25,0%,0,D584,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,Y493H,25,0%,0,Y493,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,R622I,25,0%,0,R622,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,D584V,25,0%,0,D584,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,A675V,25,0%,0,A675,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,25,0%,0,C469,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,25,0%,0,C469,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,P527H,25,0%,0,P527,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,K13,D584V,25,0%,0,D584,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,25,0%,0,Y268,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,R561H,25,0%,0,R561,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,P553L,25,0%,0,P553,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,V568G,25,0%,0,V568,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,V568G,26,0%,0,V568,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,P574L,26,0%,0,P574,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,F446I,26,0%,0,F446,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,C469F,27,0%,0,C469,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,C469Y,27,0%,0,C469,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,A578S,27,0%,0,A578,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,P553L,258,0%,0,P553,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,P574L,255,0%,0,P574,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,V568G,256,0%,0,V568,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,A481V,258,0%,0,A481,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,A578S,260,0%,0,A578,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,P574L,262,0%,0,P574,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,A578S,26,0%,0,A578,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,DHPS,A613S,26,0%,0,A613,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,A578S,26,0%,0,A578,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,M476I,26,0%,0,M476,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,26,0%,0,Y493,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,26,0%,0,G538,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,26,0%,0,N458,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,DHFR,A16V,26,0%,0,A16,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,R515K,26,0%,0,R515,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,26,0%,0,A613,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,P553L,26,0%,0,P553,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,D584V,26,0%,0,D584,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,I543T,26,0%,0,I543,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,P553L,26,0%,0,P553,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,P574L,27,0%,0,P574,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,V568G,261,0%,0,V568,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,C580Y,264,0%,0,C580,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,P553L,266,0%,0,P553,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,R561H,268,0%,0,R561,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,M476I,271,0%,0,M476,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,N537I,270,0%,0,N537,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,R561H,271,0%,0,R561,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,D584V,269,0%,0,D584,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,mitochondrial genome - CYTB CDS,I258M,269,0%,0,I258,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,R539T,269,0%,0,R539,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,V568G,27,0%,0,V568,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,A481V,27,0%,0,A481,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,N537I,27,0%,0,N537,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,P527H,27,0%,0,P527,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,N537I,27,0%,0,N537,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,G538V,27,0%,0,G538,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,R539T,27,0%,0,R539,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,27,0%,0,N458,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,27,0%,0,N537,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,R561H,27,0%,0,R561,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,P527H,27,0%,0,P527,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,G538V,27,0%,0,G538,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,R539T,27,0%,0,R539,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,R622I,27,0%,0,R622,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,G538V,28,0%,0,G538,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,F446I,28,0%,0,F446,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,28,0%,0,R539,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,28,0%,0,I543,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,28,0%,0,C469,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,28,0%,0,C469,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,28,0%,0,A481,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,M476I,29,0%,0,M476,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,DHFR,I164L,29,0%,0,I164,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,29,0%,0,M476,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,DHFR,A16V,29,0%,0,A16,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,G538V,272,0%,0,G538,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,P527H,272,0%,0,P527,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,mitochondrial genome - CYTB CDS,Y268N,272,0%,0,Y268,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,I543T,277,0%,0,I543,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,A578S,275,0%,0,A578,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,C580Y,280,0%,0,C580,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,G538V,28,0%,0,G538,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,R539T,28,0%,0,R539,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,I543T,28,0%,0,I543,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,P553L,28,0%,0,P553,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,Y493H,28,0%,0,Y493,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,R539T,28,0%,0,R539,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,I543T,28,0%,0,I543,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,R561H,28,0%,0,R561,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,C580Y,28,0%,0,C580,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,28,0%,0,Y268,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,28,0%,0,G449,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,C469F,28,0%,0,C469,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,C469Y,28,0%,0,C469,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,A578S,28,0%,0,A578,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,C580Y,28,0%,0,C580,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,N537I,28,0%,0,N537,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,A675V,28,0%,0,A675,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,C580Y,29,0%,0,C580,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,29,0%,0,G449,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,A675V,282,0%,0,A675,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,I258M,283,0%,0,I258,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,284,0%,0,I258,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,R515K,288,0%,0,R515,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,A675V,29,0%,0,A675,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,N458Y,29,0%,0,N458,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,F446I,29,0%,0,F446,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,G449A,29,0%,0,G449,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,P553L,29,0%,0,P553,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,R561H,29,0%,0,R561,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,V568G,29,0%,0,V568,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,R515K,29,0%,0,R515,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,29,0%,0,P527,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHFR,A16V,29,0%,0,A16,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,29,0%,0,N458,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,29,0%,0,R561,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,29,0%,0,Y268,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,A675V,29,0%,0,A675,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,M476I,29,0%,0,M476,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,29,0%,0,I258,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,F145I,29,0%,0,F145,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,mitochondrial genome - CYTB CDS,I258M,29,0%,0,I258,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,N537I,30,0%,0,N537,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,mitochondrial genome - CYTB CDS,I258M,295,0%,0,I258,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,P441L,295,0%,0,P441,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,G449A,299,0%,0,G449,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,V568G,300,0%,0,V568,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,DHPS,K540E,3,0%,0,K540,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,R515K,3,0%,0,R515,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,A578S,3,0%,0,A578,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,C580Y,3,0%,0,C580,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,D584V,3,0%,0,D584,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,R622I,3,0%,0,R622,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,DHPS,A613S,3,0%,0,A613,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,DHPS,A581G,3,0%,0,A581,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,DHPS,A581G,3,0%,0,A581,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,G449A,3,0%,0,G449,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,P527H,3,0%,0,P527,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,V568G,3,0%,0,V568,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,DHPS,A581G,3,0%,0,A581,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,DHPS,K540E,3,0%,0,K540,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,3,0%,0,G538,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,3,0%,0,R539,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,3,0%,0,I543,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,R622I,3,0%,0,R622,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,S1034C,3,0%,0,S1034,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,N1042D,3,0%,0,N1042,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHPS,K540E,3,0%,0,K540,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,DHPS,K540E,3,0%,0,K540,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHPS,A437G,3,0%,0,A437,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,Y184F,3,0%,0,Y184,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,D1246Y,3,0%,0,D1246,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,S1034C,3,0%,0,S1034,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N1042D,3,0%,0,N1042,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,Y184F,3,0%,0,Y184,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,V73V,3,0%,0,V73,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,A481V,3,0%,0,A481,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,Y493H,3,0%,0,Y493,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,DHPS,K540E,3,0%,0,K540,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,PfMDR1 ,N86Y,3,0%,0,N86,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,PfMDR1 ,D1246Y,3,0%,0,D1246,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,C72S,3,0%,0,C72,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,DHFR,I164L,4,0%,0,I164,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,P574L,4,0%,0,P574,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,Y493H,4,0%,0,Y493,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,V73V,4,0%,0,V73,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,DHFR,A16V,30,0%,0,A16,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,DHFR,A16V,30,0%,0,A16,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,A675V,30,0%,0,A675,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,P527H,30,0%,0,P527,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,N458Y,30,0%,0,N458,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,C469F,30,0%,0,C469,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,C469Y,30,0%,0,C469,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,D584V,30,0%,0,D584,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,P441L,30,0%,0,P441,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,30,0%,0,P553,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,30,0%,0,V568,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,P441L,30,0%,0,P441,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,P441L,30,0%,0,P441,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,A481V,30,0%,0,A481,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHFR,A16V,30,0%,0,A16,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,30,0%,0,Y268,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,A675V,30,0%,0,A675,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,I543T,31,0%,0,I543,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,F446I,31,0%,0,F446,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,P574L,300,0%,0,P574,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,D584V,302,0%,0,D584,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,F446I,304,0%,0,F446,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,C469F,317,0%,0,C469,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,C469Y,317,0%,0,C469,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,N458Y,308,0%,0,N458,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,DHFR,A16V,31,0%,0,A16,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,P441L,31,0%,0,P441,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,R561H,31,0%,0,R561,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,mitochondrial genome - CYTB CDS,Y268N,31,0%,0,Y268,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,31,0%,0,R622,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,31,0%,0,P553,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,C580Y,31,0%,0,C580,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,D584V,31,0%,0,D584,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,31,0%,0,Y493,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,31,0%,0,R622,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,DHFR,I164L,31,0%,0,I164,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,N537I,31,0%,0,N537,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,R539T,31,0%,0,R539,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,A675V,31,0%,0,A675,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,R561H,31,0%,0,R561,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,V568G,31,0%,0,V568,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,A481V,31,0%,0,A481,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,P553L,32,0%,0,P553,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,R515K,32,0%,0,R515,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,I543T,32,0%,0,I543,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,32,0%,0,A613,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,C580Y,32,0%,0,C580,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,M476I,32,0%,0,M476,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,C580Y,313,0%,0,C580,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,G449A,32,0%,0,G449,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,R515K,32,0%,0,R515,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,R622I,32,0%,0,R622,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,K13,A675V,32,0%,0,A675,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,32,0%,0,M476,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,32,0%,0,P527,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,32,0%,0,P527,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,32,0%,0,P574,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,G538V,32,0%,0,G538,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,N458Y,32,0%,0,N458,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,P574L,32,0%,0,P574,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,32,0%,0,I258,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,R622I,32,0%,0,R622,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,DHFR,A16V,32,0%,0,A16,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,33,0%,0,A481,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,33,0%,0,A578,1
